区域,名称,景点id,类型,级别,热度,地址,特色,经度,纬度,票价,月销量,图片
北京·北京·怀柔区,北京中体奥冰壶俱乐部,1006671070,运动健身,无级别,热度 0.0,北京市怀柔府前西街9号,依山傍水，远离喧嚣，闹中取静,116.632517,40.323216,无票价,无销量,http://img1.qunarzz.com/sight/p0/201301/18/c0f9978c7e72557793835fbb.jpg_280x200_ae837e6e.jpg
北京·北京·怀柔区,北京通盈雁栖湖高尔夫,1974031682,运动健身,无级别,热度 0.0,北京市怀柔区怀北镇西庄村甲2号,北京高端商务人群的纯会员制高端私人俱乐部,116.708253,40.407355,无票价,无销量,http://img1.qunarzz.com/sight/p0/201407/28/57daabdf28212a084eb06ea8bd28bcc9.jpg_280x200_f9bf6907.jpg
北京·北京·怀柔区,北京雁栖湖冰雪大世界,1122582288,运动健身,无级别,热度 0.0,北京市怀柔区雁水路3号,助力冬奥、燃情冰雪,116.669195,40.402706,免费 ,无销量,http://img1.qunarzz.com/sight/p0/1612/7e/7eb4e3ac7fe7ae1da3.water.jpg_280x200_0d2468b7.jpg
北京·北京·金海韵国际温泉会馆,金海韵游泳馆,3918684532,运动健身,无级别,热度 0.0,北京市石景山区体育场南路金海韵国际温泉会馆内,金海韵海水游泳馆在京城就能直接享受海水与肌肤的亲密接触。由海水注入，30000平米海水可用空间，尽览海水浩韵，感悟坦荡,116.209308,39.912781,免费 ,无销量,http://img1.qunarzz.com/sight/p0/201307/25/3bdc0ba0da054f84c8d65eac.jpg_280x200_2ef02143.jpg
北京·北京·石景山区,格林菲特游泳健身 八角店,1450125830,运动健身,无级别,热度 0.0,北京石景山八角东街12号京成商厦负一层,马甲线人鱼线都是你的,116.21381,39.9262,无票价,无销量,http://img1.qunarzz.com/sight/p0/1703/dd/ddec14807597bb35a3.img.jpg_280x200_c0605bf9.jpg
北京·北京·石景山区,石景山英瑞德健身会所,3648178381,运动健身,无级别,热度 0.0,石景山区鲁谷南街京西电子城美廉美超市旁边,好身材，练起来,116.226028,39.907291,无票价,无销量,http://img1.qunarzz.com/sight/p0/1608/b4/b47e6d6cf31799e4a3.img.jpg_280x200_68788c99.jpg
北京·北京·顺义区,祥悦泳康游泳健身,1446594173,运动健身,无级别,热度 0.0,北京市顺义区空港后沙峪香花畦商业广场B1楼,祥悦泳康游泳健身欢迎您,116.556775,40.11549,无票价,无销量,http://img1.qunarzz.com/sight/p0/1608/9f/9f4a3806f3a166da3.water.jpg_280x200_8313add8.jpg
北京·北京·通州区,鸿虎冰雪乐园,259167997,运动健身,无级别,热度 0.0,北京市通州区马驹桥一号桥南珠江逸景小区南门对面鸿虎高尔夫球场,为你打造一个空气新鲜的嬉雪环境,116.549918,39.743844,无票价,无销量,http://img1.qunarzz.com/sight/p0/1712/d8/d861f0dea040af5fa3.water.jpg_280x200_7dc20af9.jpg
北京·北京·通州区,通州羽毛球馆,3124280137,运动健身,无级别,热度 0.0,北京市通州区西海子西路,想放松自己，来一场酣畅淋漓的羽毛球比赛吧,116.667455,39.917181,无票价,无销量,http://img1.qunarzz.com/sight/p0/1501/82/82ba6b2171294685.water.jpg_280x200_9f818e80.jpg
北京·北京·温都水城,温都水城滑雪场,57088018,运动健身,无级别,热度 0.0,北京昌平区北七家镇平西府街51号宏福创业园8号,北京罕见的大型屋顶滑雪场,116.378039,40.113122,无票价,无销量,http://img1.qunarzz.com/sight/p0/1512/c2/c247fb1ea423430c90.water.jpg_280x200_b0c6d6ec.jpg
北京·北京·温都水城滑雪场,温都爱思诺滑雪场戏雪乐园,1876114207,运动健身,无级别,热度 0.0,北京市昌平区北七家镇平西府街51号宏福创业园8号,冰雪大世界，带给你更多雪上的欢乐,116.375193,40.106363,无票价,无销量,http://img1.qunarzz.com/sight/p0/1502/ad/ad2e10832b810338.water.jpg_280x200_fafeac3f.jpg
北京·北京·西城区,十二星座健身俱乐部,668481047,运动健身,无级别,热度 0.0,北京市西城区车公庄北街9号（五栋大楼C座北门）,摆脱以往枯燥的运动模式，感受健身新感觉,116.355777,39.939299,免费 ,无销量,http://img1.qunarzz.com/sight/p0/201312/23/2f6b548d5e17e0db9e54e9404585a0f8.jpg_280x200_bbddaa79.jpg
北京·北京·西城区,鹰翔保龄球(复兴门店),224331276,运动健身,无级别,热度 0.0,北京市西城区复兴门甲2号A西座天银大厦B2层天银俱乐部,释放生活中的压力,116.367576,39.910851,无票价,无销量,http://img1.qunarzz.com/sight/p0/1503/76/76721915bcae62ec.water.jpg_280x200_6cfcc580.jpg
福建·福州·仓山区,福州海峡奥林匹克体育中心,1305716067,运动健身,无级别,热度 0.0,福建福州南台岛仓山道山路59号,以“海螺”为主要元素，是特级特大体育建筑,119.290318,26.023021,免费 ,无销量,http://img1.qunarzz.com/sight/p0/1503/f6/f6473435888e557e.water.jpg_280x200_e119fae6.jpg
福建·福州·鼓楼区,福建省体育馆,2534896339,运动健身,无级别,热度 0.0,福建福州市五四北路330号,富有时代感和高科技特征,119.312138,26.118474,免费 ,无销量,http://img1.qunarzz.com/sight/p0/1503/b5/b543a00e66253b31.water.jpg_280x200_9bbe970b.jpg
福建·福州·晋安区,川捷温泉高尔夫俱乐部酒店,87348141,运动健身,无级别,热度 0.0,福建省福州市晋安区新店镇涧田路888号,高成功精品人士休闲度假运动的场所,119.341899,26.135813,无票价,无销量,http://img1.qunarzz.com/sight/p0/1411/e2/db8952feca43ec497e8fe91cc6be94b7.water.jpg_280x200_3d79f34a.jpg
福建·福州·连江县,贵安高尔夫球场,4148082689,运动健身,无级别,热度 0.0,福建省福州市连江县贵安村(往森林公园方向),带给您全新的高球享乐体验,119.416252,26.231215,无票价,无销量,http://img1.qunarzz.com/sight/p0/1502/55/5579fc0800029e68.water.jpg_280x200_9d3fcf03.jpg
福建·福州·台江区,福州市体育馆,357726038,运动健身,无级别,热度 0.0,福建福州市群众东路70号,地处繁华闹市中心，周边中高档宾馆林立,119.322115,26.075663,免费 ,无销量,http://img1.qunarzz.com/sight/p0/1503/4f/4f91714d3485fe82.water.jpg_280x200_120a86a1.jpg
甘肃·金昌·永昌县,南坝滑雪场,926070078,运动健身,无级别,热度 0.0,金昌市永昌县南坝乡云庄寺路口处,冰雪运动区,102.085822,38.046286,无票价,无销量,http://img1.qunarzz.com/sight/p0/1902/e8/e889e0e6575ccbb3a3.img.jpg_280x200_515fa758.jpg
甘肃·临夏·松鸣岩,松鸣岩国际滑雪场,2220427651,运动健身,无级别,热度 0.0,甘肃省临夏市和政县松鸣岩景区,中国西部综合型滑雪场,103.414167,35.255093,免费 ,无销量,http://img1.qunarzz.com/sight/p0/1512/d6/d6cc935a2c63955d90.img.jpg_280x200_01a1ff14.jpg
广东·佛山·南海区,南海桃园高尔夫俱乐部,1449591226,运动健身,无级别,热度 0.0,广东佛山南海区松岗南国桃园内,依山傍水的完美球场,113.103809,23.194013,无票价,无销量,http://img1.qunarzz.com/sight/p0/1502/30/30bd522405c2e48e.water.jpg_280x200_b2f86e42.jpg
广东·佛山·南海区,南海体育馆,3830673130,运动健身,无级别,热度 0.0,广东省 佛山市 南海区南海大道202号,建有主馆和训练馆，有地下停车场,113.14709,23.053675,免费 ,无销量,http://img1.qunarzz.com/sight/p0/1503/36/36b3e59a69fb658d.water.jpg_280x200_3e570305.jpg
广东·佛山·顺德区,顺德均安碧桂园高尔夫俱乐部,75491470,运动健身,无级别,热度 0.0,广东佛山顺德区均安镇翠湖路1号,全湖景灯光高尔夫球场,113.141249,22.71526,无票价,无销量,http://img1.qunarzz.com/sight/p0/1502/27/274aba44ed1440b0.water.jpg_280x200_91cc614c.jpg
广东·佛山·顺德区,活力休闲体育中心,608043305,运动健身,无级别,热度 0.0,广东省佛山顺德区北滘镇新城区林上北路北滘活力休闲体育中心,休闲体育中心,113.214018,22.941497,免费 ,无销量,http://img1.qunarzz.com/sight/p0/1510/bb/bb9fe49e81d417e3.water.jpg_280x200_bb766893.jpg
广东·广州·白云区,羚羊少儿体能训练馆,6023478,运动健身,无级别,热度 0.0,广东省广州市白云区增槎路富力半岛小学旁,羚羊自建场馆，封闭式管理，安全可靠,113.234221,23.146859,无票价,无销量,http://img1.qunarzz.com/sight/p0/1804/c0/c09dd18ed30d67a0a3.img.png_280x200_12ae68d4.png
广东·广州·白云区,龙威尚健身俱乐部,4203712880,运动健身,无级别,热度 0.0,广东省广州市白云区中海金沙湾财富广场3楼,为热爱健身的人们带来更多健康和愉悦,113.215623,23.147541,无票价,无销量,http://img1.qunarzz.com/sight/p0/1506/98/981f1a2d8cdd5b17.water.jpg_280x200_56fb4843.jpg
广东·广州·番禺区,广州大学城体育中心,4082906537,运动健身,无级别,热度 0.0,广东广州番禺区市桥清河东路319号,像一颗明珠蕴含于恢弘美丽的未来广州信息港,113.39881,23.061713,免费 ,无销量,http://img1.qunarzz.com/sight/p0/1503/76/76abe6882bc24c0e.water.jpg_280x200_47b0e720.jpg
广东·广州·番禺区,蹦吧啦蹦床公园,3887798347,运动健身,无级别,热度 0.0,广东省广州市番禺区市莲路新桥村段240号百众创意园,蹦吧啦 脂肪消失,113.429064,22.958416,免费 ,无销量,http://img1.qunarzz.com/sight/p0/1703/ca/ca0c90b1e9722873a3.img.jpg_280x200_3ee474e6.jpg
广东·广州·番禺区,仕乔力国际健身游泳会所,3678056066,运动健身,无级别,热度 0.0,广东省广州市番禺区市桥富华西路19号2楼,豪华综合健身会所,113.373252,22.953639,无票价,无销量,http://img1.qunarzz.com/sight/p0/201304/17/f3b5735b997d5059c8d65eac.jpg_280x200_67aceb6c.jpg
广东·广州·番禺区,狼道健身俱乐部,3687291831,运动健身,无级别,热度 0.0,广东省广州市番禺区兴业大道234号5楼（比诺兰斯旁边）,高度专业化、创新式欧美风格的健身馆,113.36658,22.998207,无票价,无销量,http://img1.qunarzz.com/sight/p0/1506/b2/b298a933c5b53583.water.jpg_280x200_7bae5470.jpg
广东·广州·广州塔,广州塔摩天轮,1523309447,游乐场,无级别,热度 0.0,广东省广州市海珠区阅江西路222号广州塔塔顶平台,旋转观光舱，各个角度观赏广州迷人夜景,113.330433,23.111711,无票价,无销量,http://img1.qunarzz.com/sight/p0/201307/23/5fb6f106b676770ac8d65eac.jpg_280x200_01f08406.jpg
广东·广州·海珠区,磨碟沙羽毛球馆,4266495414,运动健身,无级别,热度 0.0,广东省广州海珠区新港东路磨碟沙大街18号,非常适合公司白领、家庭亲子健身,113.343153,23.104144,无票价,无销量,http://img1.qunarzz.com/sight/p0/1505/31/312c2207b2271c75.water.jpg_280x200_e9e122ff.jpg
广东·广州·荔湾区,沸炫焦点健身俱乐部,3926794107,运动健身,无级别,热度 0.0,广东省广州市荔湾区桥中北路太佳时代广场三楼3A02,锻炼身体，增强体能好去处,113.225821,23.143163,无票价,无销量,http://img1.qunarzz.com/sight/p0/1506/28/2824a8339f7d103.water.jpg_280x200_9cc1d541.jpg
广东·广州·萝岗区,冠景高尔夫俱乐部,1623612599,运动健身,无级别,热度 0.0,广东省广州市萝岗区联和街黄陂村天麓骑术俱乐部内,一望无际的“绿海”，镶嵌着洁白的”珍珠“,113.442279,23.202541,无票价,无销量,http://img1.qunarzz.com/sight/p0/1502/4f/4fba85ff998a4c13.water.jpg_280x200_83cfc85c.jpg
广东·广州·南沙区,南沙滨海泳场,520430770,运动健身,无级别,热度 0.0,广东省广州市南沙区天后路大角山下,——南沙滨海泳场位于广州市南沙区天后路大角山下，珠江入海口西岸，毗邻南沙天后宫，水乡一条街，蒲洲花园等著名景点。泳场由广,113.62583,22.766415,无票价,无销量,http://img1.qunarzz.com/sight/p0/201306/07/bef16848093fc941c8d65eac.jpg_280x200_42ebe6fa.jpg
广东·河源·源城区,河源冰雪大世界,3939178110,运动健身,无级别,热度 0.0,广东省河源市源城区万洞旅游区巴伐利亚庄园内,冰雪景观，娱乐项目，活动丰富,114.63091,23.63754,无票价,无销量,http://img1.qunarzz.com/sight/p0/1812/93/931edee154c50840a3.img.jpg_280x200_c1e57697.jpg
广东·惠州·鹅城幻影,红花湖水上乐园,77482779,游乐场,无级别,热度 0.0,广东省惠州市惠城区红花湖路96号,以游泳健身、亲水娱乐、游憩休闲为主,114.390355,23.07984,无票价,无销量,http://img1.qunarzz.com/sight/p0/1906/f7/f74f725a5da59bcea3.img.jpg_280x200_e425a72a.jpg
广东·惠州·鹅城幻影,惠州奥林匹克体育场,2220322856,运动健身,无级别,热度 0.0,广东省惠州市惠城区金山大道,是2010年广东省运会的主场馆,114.452945,23.041063,免费 ,无销量,http://img1.qunarzz.com/sight/p0/1503/16/1635996cfdd4ac9a.water.jpg_280x200_419d27b8.jpg
广东·惠州·惠东县,全球候鸟度假地,1807114342,运动健身,无级别,热度 0.0,广东惠州惠东县大岭十二托,全球候鸟度假地高尔夫球场,114.955518,23.049111,无票价,无销量,http://img1.qunarzz.com/sight/p0/1507/5c/fa6a28522399eaea50f72861b759a66b.water.jpg_280x200_31f01794.jpg
广东·惠州·惠阳区,棕榈岛高尔夫球会,524365271,运动健身,无级别,热度 0.0,广东省惠州市惠阳区高尔夫路一号,舒适清雅的环境给你愉快假期,114.440672,22.80096,无票价,无销量,http://img1.qunarzz.com/sight/p0/1502/8d/8da0649901b6e163.water.jpg_280x200_c1a87920.jpg
广东·江门·新会区,新会体育馆,1265540837,运动健身,无级别,热度 0.0,广东省江门市新会区银洲湖畔的今古洲开发试验区体育公园内,座落于银洲湖畔的今古洲体育公园内,113.040458,22.480516,免费 ,无销量,http://img1.qunarzz.com/sight/p0/1503/a7/a757f72a94c9fbb2.water.jpg_280x200_bb779fcc.jpg
广东·梅州·梅县,麓湖山文化产业园,2233994319,运动健身,无级别,热度 0.0,广东省梅州市梅县区南口镇,景区交通便利、气候宜人,115.984357,24.263323,无票价,无销量,http://img1.qunarzz.com/sight/p0/1802/ef/ef8cd2a19e785b91a3.img.jpg_280x200_02e274f1.jpg
广东·深圳·宝安区,深圳碧海湾高尔夫俱乐部,578724789,运动健身,无级别,热度 0.0,广东深圳宝安区西乡镇新湖路,繁华中的世外桃园,113.856608,22.589461,无票价,无销量,http://img1.qunarzz.com/sight/p0/1502/dc/dc180c283d387a53.water.jpg_280x200_da858283.jpg
广东·深圳·宝安区,宝安体育中心,4117574239,运动健身,无级别,热度 0.0,广东深圳市宝安区新湖路2112号,建设规模位居广东第二,113.890485,22.566852,免费 ,无销量,http://img1.qunarzz.com/sight/p0/1503/fb/fb3a72dea4d37efe.water.jpg_280x200_dd507376.jpg
广东·深圳·观澜高尔夫球场,格诺曼球场,1662852444,运动健身,无级别,热度 0.0,无地址,格诺曼球场,114.08528342167,22.72842565,无票价,无销量,http://img1.qunarzz.com/sight/p70/201211/02/eb7851c116f9dd0493835fbb.jpg_280x200_affe85dc.jpg
广东·深圳·龙岗区,深圳阿罗哈海滩俱乐部,284561189,运动健身,无级别,热度 0.0,广东省深圳市龙岗区大鹏街道鹏城较场尾脚三西八巷7号,一眼就爱上这个美丽的海湾,114.50904,22.586466,免费 ,无销量,http://img1.qunarzz.com/sight/p0/1501/a7/a70d1b4586c7107.water.jpg_280x200_99e59630.jpg
广东·阳江·江城区,保利银滩高尔夫球会,3761946537,运动健身,无级别,热度 0.0,广东省阳江市江城区海陵岛/闸坡十里银滩西区保利银滩U区会所,地处风光毓秀，粗犷壮阔的闸坡十里银滩,111.893438,21.589808,无票价,无销量,http://img1.qunarzz.com/sight/p0/1802/5f/5f53a970853127b4a3.water.jpg_280x200_b3cdc18d.jpg
广东·中山·东区,中山市体育场,3053452221,运动健身,无级别,热度 0.0,广东省中山市东区兴中道28号,第一届世界女子足球锦标赛赛场之一,113.395207,22.513561,免费 ,无销量,http://img1.qunarzz.com/sight/p0/1503/29/291c7d0bbbf4c96a.water.jpg_280x200_1c4358ed.jpg
广东·中山·中山市区,山泉活水泳池,3370520965,运动健身,无级别,热度 0.0,广东省中山市大涌镇叠石村,让每一寸肌肤更贴近大自然,113.272462,22.484962,无票价,无销量,http://img1.qunarzz.com/sight/p0/201307/12/ea7b374a3c987657c8d65eac.jpg_280x200_3aa11933.jpg
广东·珠海·斗门区,珠海耀朗高尔夫俱乐部,3474479335,运动健身,无级别,热度 0.0,广东省珠海市斗门区乾务镇五山三里村,珠海耀朗假日高尔夫球场是按照国际标准建造的18洞竞标赛球场，其球道长度有7050码，标准杆72杆。球场由具丰富经验的设计,113.199909,22.186281,免费 ,无销量,http://img1.qunarzz.com/sight/p0/1409/10/cafd68f66e78cbeaef16beff78fe91a2.jpg_280x200_2cdf2c0c.jpg
海南·保亭黎族苗族自治县,七仙岭温泉高尔夫球会,3771057978,运动健身,无级别,热度 0.0,保亭县黎苗族自治县七仙岭温泉度假区,攻岭路线变化多端，享受高尔夫无穷乐趣,109.686815,18.692314,无票价,无销量,http://img1.qunarzz.com/sight/p0/201312/02/f79b29a4f09ae7038d97ad8d9b64d154.jpg_280x200_59660908.jpg
海南·保亭黎族苗族自治县,保亭宁远高尔夫球,3498677237,运动健身,无级别,热度 0.0,海南省保亭县陵保公路40公里处,球道迂回于天然丘陵，鹰击长空，鱼翔浅底,109.698136,18.69952,无票价,无销量,http://img1.qunarzz.com/sight/p0/201312/03/f1af4b90daebcaf4a74f24fcc06b4659.jpg_280x200_0c4adbf5.jpg
海南·三亚,三亚龙泉谷高尔夫球会,2231806442,运动健身,无级别,热度 0.0,海南省三亚市学院路荔枝沟南丁中村,三亚龙泉谷高尔夫球会位于三亚市学院路荔枝沟南丁中村，距三亚市中心10分钟车程，距亚龙湾、三亚凤凰国际机场仅20分钟车程，,109.572099,18.314296,无票价,无销量,http://img1.qunarzz.com/sight/p0/1412/72/f9efc93150ddf0aa0850814cfe78f153.water.jpg_280x200_ac1349d1.jpg
